percentile,profession,publicprivate,income
3,Biolog,public,25150
4,Biolog,public,25700
5,Biolog,public,26000
6,Biolog,public,26400
7,Biolog,public,26600
8,Biolog,public,27000
9,Biolog,public,27300
10,Biolog,public,27500
11,Biolog,public,27600
12,Biolog,public,27950
13,Biolog,public,28000
14,Biolog,public,28300
15,Biolog,public,28500
16,Biolog,public,28700
17,Biolog,public,28800
18,Biolog,public,29000
19,Biolog,public,29100
20,Biolog,public,29400
21,Biolog,public,29600
22,Biolog,public,29750
23,Biolog,public,29900
24,Biolog,public,30000
25,Biolog,public,30100
26,Biolog,public,30200
27,Biolog,public,30350
28,Biolog,public,30500
29,Biolog,public,30600
30,Biolog,public,30700
31,Biolog,public,30975
32,Biolog,public,31000
33,Biolog,public,31200
34,Biolog,public,31400
35,Biolog,public,31500
36,Biolog,public,31690
37,Biolog,public,31900
38,Biolog,public,32000
39,Biolog,public,32000
40,Biolog,public,32150
41,Biolog,public,32336
42,Biolog,public,32500
43,Biolog,public,32585
44,Biolog,public,32775
45,Biolog,public,32900
46,Biolog,public,33000
47,Biolog,public,33000
48,Biolog,public,33200
49,Biolog,public,33450
50,Biolog,public,33600
51,Biolog,public,33800
52,Biolog,public,34000
53,Biolog,public,34200
54,Biolog,public,34400
55,Biolog,public,34500
56,Biolog,public,34800
57,Biolog,public,35000
58,Biolog,public,35200
59,Biolog,public,35400
60,Biolog,public,35525
61,Biolog,public,35800
62,Biolog,public,36000
63,Biolog,public,36200
64,Biolog,public,36500
65,Biolog,public,36650
66,Biolog,public,37000
67,Biolog,public,37100
68,Biolog,public,37400
69,Biolog,public,37700
70,Biolog,public,38000
71,Biolog,public,38200
72,Biolog,public,38500
73,Biolog,public,38700
74,Biolog,public,39000
75,Biolog,public,39150
76,Biolog,public,39500
77,Biolog,public,39800
78,Biolog,public,40000
79,Biolog,public,40300
80,Biolog,public,40650
81,Biolog,public,41000
82,Biolog,public,41600
83,Biolog,public,42000
84,Biolog,public,42500
85,Biolog,public,42800
86,Biolog,public,43050
87,Biolog,public,43780
88,Biolog,public,44350
89,Biolog,public,45000
90,Biolog,public,45800
91,Biolog,public,46500
92,Biolog,public,47500
93,Biolog,public,49000
94,Biolog,public,50000
95,Biolog,public,52360
96,Biolog,public,55100
97,Biolog,public,58500
