percentile,profession,publicprivate,income
3,Miljövetare,public,26000
4,Miljövetare,public,26500
5,Miljövetare,public,27000
6,Miljövetare,public,27100
7,Miljövetare,public,27700
8,Miljövetare,public,27900
9,Miljövetare,public,28000
10,Miljövetare,public,28200
11,Miljövetare,public,28500
12,Miljövetare,public,28500
13,Miljövetare,public,28700
14,Miljövetare,public,28800
15,Miljövetare,public,29000
16,Miljövetare,public,29100
17,Miljövetare,public,29240
18,Miljövetare,public,29400
19,Miljövetare,public,29500
20,Miljövetare,public,29600
21,Miljövetare,public,29800
22,Miljövetare,public,29860
23,Miljövetare,public,30000
24,Miljövetare,public,30000
25,Miljövetare,public,30080
26,Miljövetare,public,30200
27,Miljövetare,public,30300
28,Miljövetare,public,30500
29,Miljövetare,public,30700
30,Miljövetare,public,30800
31,Miljövetare,public,30900
32,Miljövetare,public,31000
33,Miljövetare,public,31100
34,Miljövetare,public,31220
35,Miljövetare,public,31400
36,Miljövetare,public,31550
37,Miljövetare,public,31700
38,Miljövetare,public,31850
39,Miljövetare,public,32000
40,Miljövetare,public,32000
41,Miljövetare,public,32100
42,Miljövetare,public,32200
43,Miljövetare,public,32300
44,Miljövetare,public,32400
45,Miljövetare,public,32500
46,Miljövetare,public,32600
47,Miljövetare,public,32700
48,Miljövetare,public,32800
49,Miljövetare,public,32900
50,Miljövetare,public,33000
51,Miljövetare,public,33100
52,Miljövetare,public,33200
53,Miljövetare,public,33350
54,Miljövetare,public,33500
55,Miljövetare,public,33500
56,Miljövetare,public,33700
57,Miljövetare,public,33850
58,Miljövetare,public,34000
59,Miljövetare,public,34100
60,Miljövetare,public,34200
61,Miljövetare,public,34300
62,Miljövetare,public,34500
63,Miljövetare,public,34609
64,Miljövetare,public,34800
65,Miljövetare,public,35000
66,Miljövetare,public,35070
67,Miljövetare,public,35400
68,Miljövetare,public,35550
69,Miljövetare,public,35700
70,Miljövetare,public,35950
71,Miljövetare,public,36000
72,Miljövetare,public,36400
73,Miljövetare,public,36600
74,Miljövetare,public,36850
75,Miljövetare,public,37000
76,Miljövetare,public,37361
77,Miljövetare,public,37700
78,Miljövetare,public,37950
79,Miljövetare,public,38200
80,Miljövetare,public,38550
81,Miljövetare,public,39000
82,Miljövetare,public,39350
83,Miljövetare,public,39800
84,Miljövetare,public,40000
85,Miljövetare,public,40300
86,Miljövetare,public,41000
87,Miljövetare,public,41500
88,Miljövetare,public,42000
89,Miljövetare,public,42700
90,Miljövetare,public,43300
91,Miljövetare,public,43700
92,Miljövetare,public,44700
93,Miljövetare,public,45400
94,Miljövetare,public,46700
95,Miljövetare,public,48050
96,Miljövetare,public,50300
97,Miljövetare,public,52000
